Usage (kWh),TimeOfDay,VoltageFluctuations,NumberOfResidents,ApplianceCount,IndustrialAreaNearby,PreviousTheftHistory,AverageDailyUsage,BillPaymentDelay (days),UnusualUsageSpike,Theft
219,2,2,8,16,1,1,11,55,0,0
459,1,0,3,20,1,0,11,60,1,0
98,3,2,5,22,1,1,49,64,1,1
451,2,0,4,22,0,0,21,87,1,1
418,3,2,1,24,1,0,20,27,1,0
87,4,0,5,7,0,1,27,64,1,1
129,1,3,1,16,0,0,23,42,0,0
257,4,3,6,18,1,1,20,79,1,1
441,2,2,7,23,0,0,32,17,1,0
256,1,0,6,9,1,0,32,37,1,0
404,1,0,8,15,0,0,31,55,1,0
369,2,0,10,7,1,1,16,7,0,0
212,1,2,7,21,1,0,21,79,0,0
445,2,0,6,20,0,1,42,84,1,1
320,3,3,6,11,1,0,19,11,1,0
223,1,2,6,23,0,0,15,86,0,0
238,4,0,1,18,0,0,33,43,1,0
500,1,0,1,9,1,1,29,22,1,1
252,1,0,6,16,0,1,21,23,1,1
277,1,0,1,20,0,0,31,1,1,0
266,3,0,10,21,0,0,46,88,0,0
460,3,2,9,23,1,1,11,73,1,1
267,2,2,2,15,1,1,10,33,0,0
365,3,0,8,5,0,0,21,78,1,1
225,4,3,9,25,0,0,17,7,0,0
318,4,0,10,16,1,1,31,10,0,0
156,3,2,10,9,0,1,32,61,1,1
182,2,3,9,5,0,1,38,37,1,1
84,1,3,3,15,0,0,41,79,1,1
328,3,1,4,18,0,0,23,68,1,1
466,3,1,6,21,1,0,16,47,1,0
195,4,1,1,7,0,0,20,16,0,0
268,3,3,7,13,0,0,21,47,0,0
266,2,2,8,16,1,0,14,62,0,0
433,3,3,2,20,1,0,13,84,1,1
361,4,2,6,15,0,0,22,19,0,0
425,3,1,2,23,1,1,24,0,1,1
313,1,2,3,17,0,1,50,62,1,1
261,2,2,9,6,0,1,39,14,1,1
293,3,1,4,17,0,0,36,32,1,0
142,3,3,4,8,1,1,24,56,1,1
459,1,0,1,8,1,0,40,1,1,0
151,2,1,4,22,1,1,30,18,1,1
394,4,1,7,6,1,0,41,68,1,1
61,3,2,8,25,1,0,34,4,0,0
423,4,1,2,13,0,0,39,27,1,0
139,1,2,9,20,1,1,23,77,0,1
426,3,2,6,7,1,1,25,25,1,1
488,2,2,8,5,0,1,16,42,1,1
280,2,3,4,24,0,1,28,90,0,1
466,1,3,6,17,1,0,48,64,1,1
462,2,0,4,15,0,0,36,61,1,1
286,4,1,3,15,0,0,23,10,0,0
80,4,2,10,19,1,1,14,49,1,1
233,2,1,3,10,0,0,37,1,1,0
452,1,3,9,14,0,0,12,78,1,1
277,4,2,9,20,0,0,48,11,0,0
303,4,2,4,16,1,1,39,16,0,0
99,4,0,5,13,1,1,30,60,0,0
321,1,1,7,22,1,1,34,4,0,0
134,3,3,6,5,0,1,50,19,0,0
388,1,1,10,7,0,1,42,82,0,1
183,3,2,9,7,1,0,40,65,1,1
162,2,3,2,13,1,1,13,1,1,1
254,2,3,8,9,0,0,46,82,0,0
157,3,2,3,6,0,0,39,77,0,0
78,2,2,1,15,1,1,15,68,0,1
425,1,0,10,23,1,1,11,19,1,1
451,3,3,3,9,0,1,10,2,1,1
398,4,1,2,19,0,1,44,72,1,1
472,2,2,3,6,1,1,28,5,1,1
456,4,1,9,21,1,0,25,63,1,1
107,3,3,9,11,1,1,27,68,0,1
263,3,1,2,16,1,1,36,0,1,1
446,4,0,9,7,0,1,42,40,1,1
92,3,3,6,25,0,0,38,42,0,0
364,1,2,9,5,1,1,30,27,0,0
122,1,2,5,13,1,0,39,13,1,0
190,3,3,10,23,0,0,46,19,0,0
135,3,0,4,22,0,1,10,35,1,1
96,3,1,4,24,0,0,29,60,0,0
191,4,3,6,19,0,0,49,51,1,0
58,3,1,1,12,0,0,27,14,1,0
68,1,1,7,18,1,1,23,82,1,1
213,3,3,8,11,1,0,35,25,0,0
462,2,2,1,11,1,1,46,29,1,1
176,1,2,5,12,0,0,36,33,0,0
357,3,2,2,9,1,0,29,64,0,0
191,4,1,9,16,0,1,35,1,0,0
160,3,2,4,8,0,1,11,8,1,1
102,2,0,7,7,1,1,32,58,1,1
109,2,3,7,20,1,0,12,0,1,0
155,1,0,1,11,0,1,35,60,1,1
492,2,2,10,17,1,0,33,40,1,0
355,4,2,4,9,1,0,27,49,1,0
64,2,1,4,17,1,0,38,57,0,0
426,3,2,1,16,1,0,26,54,1,0
244,1,3,8,20,0,0,20,20,0,0
341,3,1,2,11,1,0,30,84,1,1
345,1,0,5,10,0,0,47,84,0,0
168,4,3,1,14,1,1,43,24,1,1
196,2,0,9,20,1,0,40,36,1,0
266,3,2,2,22,1,1,40,57,0,0
330,1,0,6,25,1,0,30,89,0,0
58,1,2,7,6,1,0,21,0,0,0
259,4,2,7,11,1,0,36,74,1,1
447,1,3,10,9,1,0,48,24,1,0
424,2,2,6,5,0,1,18,52,1,1
151,3,0,8,9,1,1,44,62,0,1
78,3,3,7,14,1,1,13,84,0,1
141,1,1,9,13,1,1,34,77,1,1
115,3,0,8,18,1,0,33,57,1,0
287,4,1,7,18,1,1,25,5,1,1
293,1,3,2,19,1,1,50,24,1,1
355,1,3,2,7,0,0,40,67,1,1
345,1,3,5,12,1,1,19,28,0,0
186,2,0,3,20,0,1,25,20,1,1
414,4,1,5,21,1,1,18,9,1,1
275,2,3,6,15,1,0,35,28,1,0
367,2,0,7,11,0,1,36,59,1,1
296,3,2,8,25,1,1,38,50,0,0
498,4,2,8,23,1,1,13,81,1,1
360,4,1,4,9,0,1,45,29,0,0
307,4,3,3,15,1,1,31,33,0,0
422,2,2,9,17,0,0,12,58,1,0
491,3,2,3,23,1,1,28,54,1,1
122,3,3,3,16,0,1,31,44,0,0
147,3,2,5,9,1,0,44,77,1,1
146,2,2,2,5,1,0,45,53,1,0
259,4,2,1,11,1,1,12,49,0,0
333,3,3,9,9,1,0,21,71,1,1
224,3,2,8,22,0,1,20,6,0,0
143,2,0,10,8,1,0,27,83,1,1
231,1,3,1,14,1,0,19,43,0,0
424,2,3,4,6,0,0,26,25,1,0
302,3,0,2,8,0,0,22,22,0,0
203,3,1,3,9,0,0,18,73,1,1
461,3,3,6,15,1,0,23,71,1,1
217,2,3,4,19,0,1,15,76,0,1
346,2,3,5,22,0,1,13,84,0,1
478,3,3,10,10,1,1,12,32,1,1
365,2,3,5,11,0,1,31,67,0,1
407,2,2,1,7,0,1,48,47,1,1
268,2,0,7,25,1,0,13,10,0,0
68,4,0,2,19,0,0,24,12,1,0
136,2,1,4,13,0,0,12,87,1,1
427,2,3,4,10,0,0,37,41,1,0
227,4,0,8,22,1,0,40,68,1,1
194,2,0,4,6,1,0,28,39,1,0
144,3,2,1,19,1,0,14,61,1,1
265,1,2,8,20,1,0,34,53,1,0
158,4,3,2,12,1,1,10,74,1,1
233,3,0,7,21,1,0,48,75,0,0
83,1,1,4,17,1,1,27,4,0,0
142,2,0,3,20,0,1,35,27,1,1
194,3,1,5,12,0,0,15,11,0,0
111,3,0,9,13,0,0,41,70,0,0
409,4,0,8,11,0,1,19,17,1,1
484,4,3,10,25,1,1,25,57,1,1
167,2,1,10,7,0,1,38,43,1,1
332,3,2,1,12,0,0,10,3,0,0
197,3,0,1,13,1,0,35,15,1,0
339,4,3,4,9,1,0,50,43,1,0
207,2,3,3,19,0,0,12,42,1,0
330,3,2,5,11,1,0,38,33,0,0
291,2,2,10,10,0,0,13,77,1,1
366,4,3,6,19,0,1,20,62,0,1
185,2,0,10,19,1,1,41,63,1,1
80,2,2,3,21,1,1,33,55,1,1
205,4,1,4,11,1,0,31,65,0,0
123,2,3,5,17,0,1,30,27,1,1
225,1,1,4,25,1,0,45,62,1,1
367,4,0,4,24,0,0,34,25,1,0
305,1,2,8,20,1,1,14,54,0,0
385,4,1,7,21,0,1,26,64,1,1
427,3,0,1,10,1,0,30,12,1,0
334,2,2,1,17,0,0,16,58,0,0
492,1,1,3,24,1,0,30,2,1,0
81,1,0,5,23,1,0,24,87,0,0
475,4,3,6,22,0,0,11,74,1,1
282,2,1,1,5,0,0,10,58,0,0
181,3,1,1,14,1,0,48,1,0,0
337,2,3,10,17,1,0,31,32,1,0
477,2,3,10,23,1,1,10,90,1,1
183,1,0,1,7,1,0,34,57,1,0
221,1,0,6,20,0,1,50,72,1,1
83,1,1,3,16,1,0,35,23,0,0
295,2,0,7,17,0,1,39,31,1,1
353,2,1,1,14,0,0,34,47,1,0
155,4,2,3,22,0,1,21,70,1,1
412,4,3,6,9,1,1,48,20,1,1
500,1,2,1,7,0,0,14,65,1,1
245,4,2,9,10,1,1,20,37,0,0
353,3,1,5,17,0,0,34,9,0,0
55,2,2,7,18,0,0,11,83,0,0
245,1,1,3,10,0,0,45,7,0,0
299,1,0,7,5,1,0,24,7,1,0
424,3,3,4,24,0,1,32,18,1,1
227,2,0,4,11,1,0,45,38,0,0
178,4,0,7,10,1,1,25,30,1,1
247,1,0,9,8,1,1,43,51,0,0
372,4,1,1,10,0,0,24,10,1,0
165,4,2,6,19,0,0,46,15,0,0
404,3,3,8,11,0,1,38,60,1,1
411,4,3,4,8,0,1,30,82,1,1
88,2,1,4,21,0,0,29,75,1,1
103,3,3,1,10,1,1,10,33,0,0
74,3,2,7,16,1,0,18,45,1,0
237,4,1,6,10,0,1,43,51,0,0
481,3,1,4,17,1,0,48,43,1,0
449,1,2,1,8,0,0,34,43,1,0
364,4,0,3,15,0,1,39,48,0,0
492,3,3,8,23,1,1,16,54,1,1
247,1,1,2,9,0,1,22,33,1,1
265,1,0,5,22,1,1,37,43,0,0
163,2,3,5,20,0,0,44,7,0,0
224,3,2,10,10,1,1,13,39,1,1
117,3,0,9,13,1,1,50,63,1,1
168,1,0,8,8,0,0,24,67,0,0
126,4,3,2,15,0,1,27,10,0,0
499,3,1,7,14,1,1,29,69,1,1
223,1,1,9,24,1,1,46,16,0,0
373,3,0,8,7,0,1,42,88,1,1
276,1,3,10,19,1,1,31,73,0,1
55,2,0,3,17,0,1,50,78,0,0
498,2,2,4,7,1,0,13,87,1,1
288,2,0,9,16,0,1,26,12,1,1
491,4,2,5,10,1,0,10,29,1,0
302,4,3,5,16,0,0,48,16,0,0
500,2,0,4,14,1,1,49,49,1,1
497,4,1,6,19,0,1,36,64,1,1
313,3,0,3,18,0,0,27,10,1,0
151,1,2,7,18,0,0,48,49,1,0
53,1,2,1,10,0,0,34,14,1,0
63,4,3,8,14,0,0,22,46,1,0
486,3,3,7,9,1,0,19,32,1,0
206,4,0,8,23,0,0,41,42,1,0
110,4,2,10,23,1,1,34,51,1,1
431,2,3,7,24,1,1,32,4,1,1
335,2,0,7,25,0,0,48,89,1,1
419,1,3,6,7,0,1,14,37,1,1
479,3,3,9,16,1,0,21,35,1,0
300,1,2,3,5,1,1,14,71,1,1
399,4,1,9,17,0,0,18,78,0,0
294,4,1,8,20,1,0,48,70,1,1
361,1,3,2,13,1,1,49,52,1,1
417,4,0,8,10,1,0,40,36,1,0
231,3,0,3,11,1,1,11,53,0,0
298,2,1,7,22,0,0,36,51,0,0
227,1,0,8,15,1,1,31,16,1,1
330,4,0,1,8,1,1,30,74,0,1
244,3,1,4,15,1,0,10,81,1,1
389,4,2,6,18,0,0,28,82,1,1
381,2,2,6,21,0,0,15,62,0,0
120,4,1,3,22,1,0,27,29,1,0
410,4,1,9,25,1,1,29,82,1,1
270,3,1,4,9,0,0,14,19,0,0
150,1,3,3,14,0,0,39,52,1,0
88,1,0,10,6,1,0,32,79,0,0
308,1,2,7,7,0,1,42,82,0,1
380,4,1,8,13,0,0,17,8,1,0
467,4,0,4,18,1,0,43,77,1,1
260,2,2,3,18,1,0,42,20,0,0
131,1,2,5,9,0,1,10,46,0,0
443,2,0,6,21,1,0,25,55,1,0
157,1,3,2,20,1,1,16,8,1,1
340,2,3,5,22,0,1,49,34,1,1
181,3,1,3,11,0,0,18,32,1,0
292,2,0,1,6,0,0,47,61,0,0
391,4,2,2,11,0,1,49,56,0,0
162,4,0,5,15,0,0,14,15,1,0
206,3,2,2,20,1,0,33,38,1,0
125,3,2,10,17,0,0,36,9,0,0
421,4,3,3,5,1,1,25,35,1,1
273,4,1,6,15,1,0,10,22,1,0
254,4,0,8,15,0,0,13,89,0,0
386,4,2,8,9,0,0,22,26,1,0
389,1,3,9,17,0,1,34,48,1,1
341,3,0,3,21,1,0,17,78,0,0
213,2,2,10,15,1,0,11,64,0,0
266,4,1,10,20,0,1,30,21,1,1
410,3,0,5,21,0,1,34,61,1,1
134,1,0,3,5,1,0,24,52,0,0
100,3,2,5,15,1,0,16,14,1,0
497,2,3,8,10,0,0,30,51,1,0
439,4,1,8,14,1,1,20,48,1,1
393,1,0,10,8,1,1,38,39,1,1
196,4,3,3,19,0,1,28,82,1,1
175,1,0,6,23,1,1,19,46,0,0
74,4,1,8,15,1,1,27,76,1,1
311,3,1,10,5,0,0,50,59,1,0
76,4,0,7,21,1,1,44,56,1,1
322,1,3,2,6,1,0,38,49,0,0
435,4,2,9,18,0,1,15,89,1,1
452,3,3,8,25,1,1,47,7,1,1
136,1,0,4,21,1,1,30,19,1,1
220,2,0,3,20,1,0,43,83,0,0
496,1,3,5,24,0,0,14,20,1,0
425,4,1,10,7,1,1,47,51,1,1
158,4,1,1,19,0,0,12,9,0,0
69,4,3,6,25,0,0,27,12,0,0
448,1,1,7,7,0,0,16,26,1,0
455,1,2,10,9,1,1,14,85,1,1
493,1,1,8,15,1,1,32,35,1,1
227,2,1,2,12,1,1,32,13,1,1
281,4,2,4,22,0,0,27,87,1,1
268,2,3,2,6,0,1,13,57,0,0
74,2,2,8,7,1,1,40,38,0,0
149,3,1,9,9,0,0,43,25,0,0
98,1,1,6,24,0,0,36,4,1,0
242,2,3,6,21,1,1,50,90,1,1
303,3,2,3,5,1,0,39,3,1,0
215,3,3,4,20,1,1,24,5,1,1
94,4,1,7,16,0,1,36,15,0,0
365,2,1,10,17,1,0,14,23,1,0
376,2,0,5,21,1,1,42,28,1,1
430,4,1,5,8,0,0,10,76,1,1
411,3,3,5,16,1,0,35,20,1,0
343,1,1,4,14,1,1,25,24,1,1
493,4,3,6,25,1,0,30,90,1,1
388,3,1,9,18,1,1,10,20,0,0
196,2,1,3,20,1,0,38,78,1,1
234,3,0,2,23,0,1,48,53,0,0
268,1,0,9,5,0,0,45,59,0,0
84,3,1,5,5,0,1,29,39,0,0
57,2,3,1,13,0,0,34,46,1,0
105,4,3,6,10,1,0,15,2,0,0
354,4,2,4,19,0,1,11,33,0,0
402,3,3,1,19,1,1,24,14,1,1
60,2,0,1,9,1,0,35,55,0,0
81,3,1,9,22,1,1,46,78,1,1
289,1,0,4,21,1,1,50,51,1,1
271,2,3,6,24,1,0,37,27,1,0
166,1,3,10,16,0,0,50,23,0,0
408,2,0,5,10,1,1,39,40,1,1
198,4,2,9,9,1,0,42,14,0,0
203,1,3,4,13,1,1,42,5,1,1
92,1,2,8,9,0,1,46,11,1,1
466,3,1,9,20,1,0,41,62,1,1
98,3,0,1,18,0,0,46,16,0,0
83,2,1,7,18,0,0,29,32,0,0
477,2,0,8,14,1,0,22,80,1,1
397,4,1,3,23,0,0,26,5,1,0
341,3,1,9,13,0,1,28,6,1,1
396,3,0,6,17,1,0,24,11,1,0
420,3,0,8,10,1,1,31,11,1,1
351,4,1,1,13,0,1,16,84,1,1
174,2,0,3,14,0,0,22,0,1,0
236,2,1,6,11,1,0,34,32,1,0
202,1,3,2,9,0,0,28,14,1,0
301,3,3,9,5,0,0,26,7,1,0
232,1,1,8,20,0,1,18,17,1,1
80,1,2,2,16,1,0,22,4,1,0
424,2,2,5,20,0,1,41,48,1,1
296,2,3,7,10,0,0,35,58,1,0
127,1,0,8,8,0,0,48,74,0,0
293,4,2,3,11,1,1,16,13,0,0
491,1,0,1,18,0,1,42,42,1,1
264,1,3,10,18,1,0,32,18,1,0
431,3,1,7,21,0,0,39,32,1,0
151,1,0,8,7,1,0,15,65,0,0
377,2,1,4,17,1,1,34,47,1,1
433,1,3,5,22,0,0,45,27,1,0
434,2,0,4,16,1,0,33,68,1,1
279,3,0,6,5,0,0,27,2,0,0
287,4,0,10,18,1,0,17,1,0,0
291,4,0,3,25,1,1,50,71,1,1
139,3,3,4,17,1,0,37,41,0,0
129,1,0,3,6,0,0,30,27,0,0
275,2,0,6,21,0,1,45,24,0,0
50,1,2,4,6,0,0,36,34,0,0
490,4,3,9,25,1,0,12,85,1,1
391,1,2,9,25,1,0,28,41,1,0
181,3,2,4,25,1,0,29,39,1,0
275,1,2,10,11,1,1,22,78,1,1
133,3,3,1,15,1,1,20,61,1,1
437,4,1,6,5,1,1,24,43,1,1
444,1,3,10,9,1,0,18,20,1,0
159,4,0,1,18,1,0,16,23,0,0
252,3,0,7,16,0,0,41,28,0,0
279,4,1,4,15,0,0,46,55,1,0
209,2,2,1,23,1,1,30,16,1,1
119,2,1,5,17,0,1,21,71,1,1
385,2,0,7,21,1,0,36,32,1,0
322,3,2,5,16,1,1,35,60,0,0
221,2,0,3,6,1,0,11,79,1,1
239,3,1,10,18,1,1,14,85,0,1
361,3,2,5,7,0,0,48,29,0,0
59,1,3,4,23,0,0,21,33,1,0
137,4,3,3,11,1,0,29,49,0,0
456,3,2,9,10,0,0,16,44,1,0
342,2,2,4,13,1,1,24,51,1,1
248,3,1,6,23,0,1,40,19,0,0
137,4,3,3,12,0,0,41,53,1,0
190,1,3,8,12,0,1,37,72,0,1
218,1,1,7,12,1,1,41,39,1,1
392,1,1,9,18,0,0,43,64,0,0
212,4,1,9,9,0,0,45,65,0,0
385,1,3,2,10,1,1,21,86,1,1
188,4,0,7,16,0,1,45,13,1,1
326,1,2,6,16,1,0,26,51,1,0
428,4,2,4,10,0,1,28,89,1,1
477,2,1,1,25,0,1,48,28,1,1
220,3,2,8,17,0,0,31,3,0,0
307,4,0,4,15,1,1,15,57,0,0
187,4,1,8,24,0,1,35,51,0,0
309,3,0,10,11,0,1,27,37,0,0
195,4,3,6,24,0,1,17,8,0,0
453,3,3,10,18,0,0,18,37,1,0
171,4,3,10,24,1,0,46,83,1,1
282,3,3,7,6,0,1,50,10,1,1
56,2,2,6,15,0,1,24,11,1,1
215,4,0,4,5,1,1,38,82,0,1
194,1,3,3,23,1,1,47,23,0,0
430,3,2,6,23,0,1,11,2,1,1
171,4,1,10,5,1,0,46,50,1,0
110,2,2,6,18,1,0,32,8,1,0
289,3,1,2,24,0,0,39,18,1,0
72,4,0,7,22,1,0,46,66,1,1
358,3,0,4,25,1,0,12,30,0,0
80,1,3,1,7,1,1,45,47,1,1
378,4,0,2,8,1,0,47,59,1,0
135,1,1,10,18,1,0,50,87,1,1
449,3,3,2,8,1,0,11,56,1,0
325,4,0,1,18,1,0,21,58,0,0
83,4,0,8,23,0,0,22,53,1,0
471,1,3,10,8,1,0,28,61,1,1
458,1,3,5,12,0,1,50,41,1,1
323,4,1,9,23,0,1,43,58,1,1
131,3,1,3,24,0,0,39,65,1,1
171,1,0,1,6,1,1,32,60,1,1
459,3,0,8,19,0,1,46,44,1,1
244,4,2,7,23,0,0,14,27,1,0
70,4,3,1,24,1,0,15,34,0,0
295,3,0,6,14,1,0,37,34,0,0
147,2,2,3,25,0,1,38,38,0,0
67,3,2,7,6,1,1,12,42,1,1
240,3,1,1,5,0,1,19,58,1,1
156,1,1,5,5,1,1,25,45,0,0
417,2,3,6,7,1,0,11,12,1,0
442,2,0,10,13,0,1,35,14,1,1
478,4,2,5,16,1,0,49,29,1,0
165,4,3,10,16,1,0,44,20,0,0
440,1,3,7,24,1,1,25,33,1,1
313,1,3,4,22,1,1,48,3,0,0
366,3,1,9,7,1,1,40,76,0,1
432,2,0,4,16,0,1,16,39,1,1
210,1,0,3,15,1,0,38,55,1,0
469,4,2,10,13,1,0,39,49,1,0
67,4,3,10,5,0,0,40,22,0,0
366,3,1,2,13,0,1,11,82,0,1
146,4,3,9,10,1,1,43,66,1,1
153,1,3,6,14,1,1,16,68,1,1
297,1,1,5,18,0,1,39,30,0,0
276,3,1,6,8,1,1,41,74,1,1
344,2,2,10,13,1,1,24,82,1,1
74,3,3,7,15,1,0,29,57,0,0
93,4,3,7,6,0,0,21,88,1,1
371,4,1,4,21,0,0,22,46,1,0
360,4,0,5,16,1,1,31,3,1,1
272,4,0,2,17,1,1,23,8,1,1
113,4,0,1,11,1,0,15,54,0,0
413,1,1,2,7,1,0,49,84,1,1
61,1,1,5,24,1,1,29,77,1,1
278,1,2,9,23,1,0,16,51,0,0
374,4,3,9,22,0,0,12,26,1,0
102,1,0,3,11,0,1,20,62,1,1
82,4,1,2,22,1,0,42,31,1,0
186,2,1,6,6,0,0,44,68,1,1
257,1,2,8,12,1,0,43,36,0,0
217,1,0,5,19,0,1,15,8,0,0
292,4,0,5,5,1,0,47,86,0,0
285,3,1,1,8,0,0,43,2,1,0
419,4,3,9,18,0,0,19,5,1,0
201,4,2,9,7,0,1,34,13,0,0
428,1,2,4,16,1,0,38,27,1,0
275,4,3,8,18,1,0,14,59,0,0
412,4,3,5,25,0,0,37,82,1,1
274,3,2,9,17,1,0,34,38,1,0
132,2,0,7,13,1,0,42,35,0,0
498,4,2,10,5,0,0,36,78,1,1
197,3,0,10,14,1,0,12,69,1,1
316,4,3,6,7,1,0,28,2,0,0
115,3,0,1,14,1,1,43,34,1,1
484,2,0,5,22,0,1,35,10,1,1
470,1,1,7,9,1,1,33,38,1,1
392,2,0,9,7,0,0,22,24,1,0
325,3,1,9,5,0,1,26,29,0,0
84,4,2,4,12,0,1,19,64,0,1
497,1,0,5,19,0,0,22,4,1,0
495,4,3,4,22,0,0,39,21,1,0
179,4,2,7,8,1,1,47,7,1,1
438,2,0,10,15,0,0,17,43,1,0
442,1,3,10,15,0,1,40,80,1,1
136,3,2,8,6,0,1,14,64,1,1
486,1,3,2,7,1,0,29,65,1,1
391,1,1,4,9,1,0,22,63,1,1
226,2,0,8,15,0,1,45,34,1,1
141,2,0,7,11,0,1,23,34,0,0
114,1,1,9,20,0,0,36,59,1,0
121,4,2,2,21,0,1,34,72,1,1
128,1,0,3,21,0,0,23,86,0,0
426,2,1,4,19,0,0,20,87,1,1
232,1,0,1,13,0,1,34,18,0,0
387,1,3,1,18,0,1,40,80,0,1
248,3,3,8,24,1,0,35,43,1,0
145,1,0,8,5,1,0,35,81,1,1
366,2,1,6,13,0,1,13,57,0,0
192,2,2,1,9,0,1,36,67,0,1
307,2,0,3,21,0,1,21,49,1,1
60,3,2,3,16,1,1,14,75,0,1
297,4,1,10,14,0,0,40,36,1,0
438,1,3,1,16,1,1,34,89,1,1
223,2,2,3,17,1,0,40,29,1,0
115,3,0,6,25,0,0,17,32,1,0
59,4,3,1,10,1,1,11,88,1,1
125,2,3,7,15,1,0,23,47,1,0
400,4,2,10,20,0,0,10,3,0,0
387,4,3,1,5,1,0,26,79,0,0
91,3,2,3,10,0,0,50,21,0,0
328,4,0,3,16,0,1,44,0,1,1
265,4,2,2,10,0,1,14,87,1,1
71,2,1,1,13,1,0,35,47,1,0
249,4,1,5,24,0,0,19,70,0,0
124,4,2,10,8,1,1,35,46,1,1
264,3,2,5,9,0,1,14,14,1,1
470,1,2,6,12,0,0,39,32,1,0
127,1,1,4,8,1,1,10,40,1,1
197,4,1,2,8,1,1,41,23,0,0
359,1,2,5,7,1,1,23,73,1,1
165,1,1,7,11,1,1,33,72,0,1
178,3,2,7,21,0,0,34,65,0,0
144,3,0,6,24,1,1,11,32,0,0
384,3,2,3,19,0,1,44,74,0,1
89,3,3,6,18,1,1,38,56,1,1
123,1,2,9,7,0,1,40,22,1,1
195,1,1,8,17,0,1,37,8,0,0
442,4,3,10,8,1,0,10,59,1,0
457,4,3,10,18,1,0,44,85,1,1
167,2,1,3,5,1,0,22,78,0,0
413,3,1,7,16,1,0,13,33,1,0
494,3,1,10,10,0,1,29,21,1,1
430,1,3,10,14,0,0,13,27,1,0
276,1,0,5,17,1,1,19,31,0,0
119,4,1,7,10,0,1,30,86,0,1
209,1,3,9,8,0,0,20,87,0,0
457,4,0,8,10,1,0,37,78,1,1
381,1,1,4,17,1,1,38,48,0,0
173,4,0,9,25,1,1,38,27,1,1
313,2,2,9,15,1,0,44,23,1,0
95,3,3,10,16,0,1,24,0,1,1
368,1,1,9,24,1,1,13,88,1,1
244,4,2,8,5,0,0,21,10,0,0
92,2,1,6,13,1,1,40,59,0,0
330,1,3,7,15,0,1,12,69,1,1
84,3,1,2,19,0,0,28,82,1,1
216,1,3,7,16,0,1,14,67,1,1
204,4,0,5,6,1,0,39,72,0,0
96,3,3,4,14,0,1,36,62,1,1
225,1,0,2,7,0,1,46,0,1,1
166,4,0,1,9,1,0,46,13,1,0
224,4,3,3,9,0,0,44,55,0,0
299,3,3,10,20,0,1,33,39,0,0
469,4,1,5,15,0,1,29,19,1,1
298,1,3,10,14,0,0,45,53,0,0
282,2,0,8,16,1,1,42,58,1,1
381,4,2,1,6,0,0,17,10,0,0
219,3,0,8,5,1,1,23,8,0,0
232,3,3,9,19,1,0,25,3,1,0
294,1,1,1,23,1,1,13,66,0,1
275,1,1,10,7,1,0,29,6,0,0
174,4,3,7,17,1,1,37,40,1,1
376,1,1,5,12,0,0,26,28,0,0
488,2,0,3,21,1,1,43,12,1,1
301,2,3,8,17,1,1,11,52,0,0
66,4,1,6,14,0,1,39,69,1,1
69,4,2,7,18,1,0,45,38,0,0
207,4,0,1,22,1,1,33,4,1,1
387,1,2,6,18,0,0,23,70,1,1
73,3,2,8,7,1,0,35,17,0,0
378,3,0,8,18,0,1,27,46,1,1
379,1,0,5,8,1,0,35,55,1,0
401,1,0,10,22,1,0,21,69,1,1
313,2,1,6,12,0,0,19,79,0,0
52,1,0,9,17,1,1,39,90,1,1
192,3,3,4,25,1,1,11,83,1,1
174,3,1,10,13,0,1,34,12,1,1
378,3,2,6,21,1,1,28,12,0,0
190,4,3,5,10,0,1,50,66,0,1
167,2,3,5,16,0,1,34,28,0,0
284,4,1,2,12,0,1,10,49,1,1
369,4,3,8,24,1,0,44,53,1,0
273,4,0,5,25,0,1,15,7,1,1
344,1,0,8,14,1,0,50,7,1,0
124,2,2,9,15,0,1,27,89,1,1
301,2,2,6,10,0,0,21,7,0,0
356,1,2,3,5,0,0,30,18,0,0
405,3,1,9,14,1,0,44,28,1,0
204,1,1,6,24,1,0,19,4,1,0
135,3,1,10,22,0,1,33,8,0,0
71,4,0,4,25,0,1,11,34,1,1
209,2,1,1,7,1,0,46,71,1,1
162,4,3,4,15,0,1,30,7,0,0
279,4,2,4,12,1,0,18,12,1,0
496,4,1,1,25,1,1,19,6,1,1
97,3,2,7,5,1,0,22,65,1,1
246,4,1,2,13,0,1,34,0,0,0
72,2,1,3,18,0,1,50,81,0,0
473,3,1,3,23,0,1,25,78,1,1
246,2,2,6,20,1,0,16,45,1,0
271,4,3,4,18,0,0,28,63,1,1
331,1,2,2,8,0,0,32,62,1,1
400,2,3,6,6,0,0,34,2,0,0
204,2,0,9,19,0,0,15,38,1,0
182,2,1,3,11,0,1,28,11,1,1
109,4,0,1,11,0,0,23,55,1,0
471,3,3,5,17,0,1,17,52,1,1
338,1,1,8,16,0,0,43,79,0,0
446,4,0,1,21,0,1,31,85,1,1
213,3,0,4,24,1,0,31,52,0,0
271,2,3,7,8,0,1,15,49,0,0
471,4,1,2,15,1,0,17,46,1,0
182,1,1,9,12,0,0,15,22,0,0
66,4,3,10,6,0,0,31,2,1,0
256,4,2,3,10,1,0,11,27,0,0
328,3,3,7,9,0,1,16,84,0,1
387,3,0,8,22,1,0,11,85,0,0
295,1,1,9,11,1,1,36,44,0,0
248,2,2,8,6,1,0,41,27,0,0
418,4,0,3,19,1,1,15,8,1,1
246,4,2,4,9,0,0,25,75,1,1
